Name;Named;PoV;AllegianceASOIAF;CultureASOIAF;RaceASOIAF;Source;AllegianceGoT;CultureGoT;AllegianceBoth;CultureBoth
Torwyn Greyjoy;TRUE;0;House Greyjoy;Ironborn;;AWOIAF Wiki;;;House Greyjoy;Ironborn
Torwynd;TRUE;0;Mance Rayder, Others;Free Folk;;AWOIAF Wiki;;;Mance Rayder, Others;Free Folk
Tothmure;TRUE;0;Citadel, House Whent, House Lannister;;;AWOIAF Wiki;;;Citadel, House Whent, House Lannister;
Tourmaline Emperor;TRUE;0;;Great Empire of the Dawn;;AWOIAF Wiki;;;;Great Empire of the Dawn
Trebor Jordayne;TRUE;0;House Jordayne;Dornish;;AWOIAF Wiki;;;House Jordayne;Dornish
Tregar;TRUE;0;House Lannister;Westermen;;AWOIAF Wiki;;;House Lannister;Westermen
Tregar Ormollen;TRUE;0;;Lyseni;;AWOIAF Wiki;;;;Lyseni
Tremond Gargalen;TRUE;0;House Gargalen;Dornish;;AWOIAF Wiki;;;House Gargalen;Dornish
Trianna;TRUE;0;Elephants;Volantene;Valyrian;AWOIAF Wiki;;;Elephants;Volantene
Tristan Mudd;TRUE;0;House Mudd, Night's Watch;;;AWOIAF Wiki;;;House Mudd, Night's Watch;
Tristan Rivers;TRUE;0;Golden Company;Rivermen;;AWOIAF Wiki;;;Golden Company;Rivermen
Tristan Ryger;TRUE;0;House Ryger;Rivermen;;AWOIAF Wiki;;;House Ryger;Rivermen
Tristan Vance;TRUE;0;House Vance, Blacks;Rivermen;;AWOIAF Wiki;;;House Vance, Blacks;Rivermen
Tristifer Botley;TRUE;0;House Botley;Ironborn;;AWOIAF Wiki;;;House Botley;Ironborn
Tristifer IV Mudd;TRUE;0;;;;AWOIAF Wiki;;;;
Tristifer V Mudd;TRUE;0;;;;AWOIAF Wiki;;;;
Tristifer Wayn;TRUE;0;House Wayn, Faith Militant;Rivermen;;AWOIAF Wiki;;;House Wayn, Faith Militant;Rivermen
Tristimun;TRUE;0;Sea Watch, House Targaryen;Crownlander;;AWOIAF Wiki;;;Sea Watch, House Targaryen;Crownlander
Triston of Tally Hill;TRUE;0;House Sunglass, King's Men;Westerosi;;AWOIAF Wiki;;;House Sunglass, King's Men;Westerosi
Triston Farwynd;TRUE;0;House Farwynd;Ironborn;;AWOIAF Wiki;;;House Farwynd;Ironborn
Triston Hightower;TRUE;0;House Hightower;Reach;;AWOIAF Wiki;;;House Hightower;Reach
Triston Massey;TRUE;0;House Massey, House Targaryen;Crownlander;;AWOIAF Wiki;;;House Massey, House Targaryen;Crownlander
Triston Sunderland;TRUE;0;House Sunderland;Sistermen;;AWOIAF Wiki;;;House Sunderland;Sistermen
Black Trombo;TRUE;0;House Vance, Blacks;Myrish;;AWOIAF Wiki;;;House Vance, Blacks;Myrish
Trystane Martell;TRUE;0;House Martell;Dornish;;AWOIAF Wiki;House Martell;Dornish;House Martell;Dornish
Trystane Truefyre;TRUE;0;House Targaryen;;;AWOIAF Wiki;;;House Targaryen;
Tuffleberry;TRUE;0;House Whent, House Lannister;Rivermen;;AWOIAF Wiki;;;House Whent, House Lannister;Rivermen
Lord Tully (father of Hoster);TRUE;0;House Tully;Rivermen;;AWOIAF Wiki;;;House Tully;Rivermen
Lord Tully (successor of Medgar);TRUE;0;House Tully;Rivermen;;AWOIAF Wiki;;;House Tully;Rivermen
Tumberjon;TRUE;0;Night's Watch;;;AWOIAF Wiki;;;Night's Watch;
Tumco Lho;TRUE;0;;Ghiscari;;AWOIAF Wiki;;;;Ghiscari
Turnip;TRUE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
Turquin;TRUE;0;Citadel;;;AWOIAF Wiki;;;Citadel;
Two female puppeteers;FALSE;0;;;;AWOIAF Wiki;;;;
Two-headed girl;TRUE;0;House of Qaggaz;Mantarys;;AWOIAF Wiki;;;House of Qaggaz;Mantarys
Two Swords (sellsword);TRUE;0;Golden Company;;;AWOIAF Wiki;;;Golden Company;
Ty;TRUE;0;Night's Watch;Westerosi;;AWOIAF Wiki;;;Night's Watch;Westerosi
Tya Lannister;TRUE;0;House Baratheon, House Lannister;Westermen;;AWOIAF Wiki;;;House Baratheon, House Lannister;Westermen
Tya Westford;TRUE;0;House Westford;Westermen;;AWOIAF Wiki;;;House Westford;Westermen
Tyana Wylde;TRUE;0;House Wylde, House Frey;Stormlander;;AWOIAF Wiki;;;House Wylde, House Frey;Stormlander
Tyanna of the Tower;TRUE;0;House Targaryen;Pentoshi;;AWOIAF Wiki;;;House Targaryen;Pentoshi
Tybald;TRUE;0;Citadel, House Bolton;;;AWOIAF Wiki;;;Citadel, House Bolton;
Tybero Istarion;TRUE;0;Second Sons;;;AWOIAF Wiki;;;Second Sons;
Tybolt Crakehall;TRUE;0;House Crakehall;Westermen;;AWOIAF Wiki;;;House Crakehall;Westermen
Tybolt Hetherspoon;TRUE;0;House Hetherspoon;Westermen;;AWOIAF Wiki;;;House Hetherspoon;Westermen
Tybolt Lannister;TRUE;0;House Lannister;Westermen;;AWOIAF Wiki;;;House Lannister;Westermen
Tybolt Lannister (king);TRUE;0;;First Men;;AWOIAF Wiki;;;;First Men
Tycho Nestoris;TRUE;0;Iron Bank of Braavos;Braavosi;;AWOIAF Wiki;Iron Bank of Braavos;;Iron Bank of Braavos;Braavosi
Tyene Sand;TRUE;0;House Martell;Dornish;;AWOIAF Wiki;House Martell, Sand Snakes, House Sand;Dornish;House Martell;Dornish
Tygett Lannister;TRUE;0;House Lannister;Westermen;;AWOIAF Wiki;;;House Lannister;Westermen
Tyland Lannister;TRUE;0;House Lannister, Greens;Westermen;;AWOIAF Wiki;;;House Lannister, Greens;Westermen
Tyler Hill;TRUE;0;House Lannister;Westermen;;AWOIAF Wiki;;;House Lannister;Westermen
Tyler Norcross;TRUE;0;House Norcross, Greens, Caltrops;Reach;;AWOIAF Wiki;;;House Norcross, Greens, Caltrops;Reach
Tyler Teague;TRUE;0;;Rivermen;Andal;AWOIAF Wiki;;;;Rivermen
Tymond Lannister;TRUE;0;House Lannister;Westermen;;AWOIAF Wiki;;;House Lannister;Westermen
Tymor;TRUE;0;House Greyjoy;Ironborn;;AWOIAF Wiki;;;House Greyjoy;Ironborn
Tyrek Lannister;TRUE;0;House Lannister;Westermen;;AWOIAF Wiki;;;House Lannister;Westermen
Tyren Frey;TRUE;0;;;;AWOIAF Wiki;;;;
Tyrion Lannister;TRUE;49;House Lannister, Second Sons;Westermen;;AWOIAF Wiki;House Lannister, House Targaryen;Andal;House Lannister, Second Sons;Westermen
Tyrion II Lannister;TRUE;0;;;;AWOIAF Wiki;;;;
Tyrion III Lannister;TRUE;0;;First Men;;AWOIAF Wiki;;;;First Men
Tyrion Tanner;TRUE;0;House Stokeworth;Crownlander;;AWOIAF Wiki;;;House Stokeworth;Crownlander
Tyroshi sellsword;TRUE;0;House Lannister, House Stark;Tyroshi;;AWOIAF Wiki;;;House Lannister, House Stark;Tyroshi
Tysane Frey;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Tysha;TRUE;0;;Westermen;;AWOIAF Wiki;;;;Westermen
Tyshara Lannister;TRUE;0;House Lannister;Westermen;;AWOIAF Wiki;;;House Lannister;Westermen
Tyta Frey;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Tytos Blackwood;TRUE;0;House Blackwood;Rivermen;;AWOIAF Wiki;;;House Blackwood;Rivermen
Tytos Brax;TRUE;0;House Brax;Westermen;;AWOIAF Wiki;;;House Brax;Westermen
Tytos Frey;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Tytos Lannister;TRUE;0;House Lannister;Westermen;;AWOIAF Wiki;;;House Lannister;Westermen
Tytos Lannister's first mistress;FALSE;0;House Lannister;Westermen;;AWOIAF Wiki;;;House Lannister;Westermen
Tytos Lannister's second mistress;FALSE;0;House Lannister;Westermen;;AWOIAF Wiki;;;House Lannister;Westermen
Tywald Lannister;TRUE;0;House Lannister;Westermen;;AWOIAF Wiki;;;House Lannister;Westermen
Tywell II Lannister;TRUE;0;;Andal;;AWOIAF Wiki;;;;Andal
Tywin Frey;TRUE;0;House Frey, House Frey;Rivermen;;AWOIAF Wiki;;;House Frey, House Frey;Rivermen
Tywin Frey (son of Raymund);TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Tywin Lannister;TRUE;0;House Lannister;Westermen;;AWOIAF Wiki;House Lannister, House Baratheon, House Targaryen;Andal;House Lannister;Westermen
Uhlan;TRUE;0;Second Sons;;;AWOIAF Wiki;;;Second Sons;
Ulf;TRUE;0;Moon Brothers;Mountain Clans;;AWOIAF Wiki;;;Moon Brothers;Mountain Clans
Ulf the Ill;TRUE;0;House Greyjoy;Ironborn;;AWOIAF Wiki;;;House Greyjoy;Ironborn
Ulf White;TRUE;0;Blacks, Greens, Two Betrayers;Crownlander;Valyrian;AWOIAF Wiki;;;Blacks, Greens, Two Betrayers;Crownlander
Uller;TRUE;0;House Greyjoy;Ironborn;;AWOIAF Wiki;;;House Greyjoy;Ironborn
Ulmer;TRUE;0;Kingswood Brotherhood, Night's Watch;;;AWOIAF Wiki;;;Kingswood Brotherhood, Night's Watch;
Ulrick Dayne;TRUE;0;House Dayne;Dornish;;AWOIAF Wiki;;;House Dayne;Dornish
Ulwyck Uller;TRUE;0;House Uller;Dornish;;AWOIAF Wiki;;;House Uller;Dornish
Umar;TRUE;0;Moon Brothers;Mountain Clans;;AWOIAF Wiki;;;Moon Brothers;Mountain Clans
Umbert;TRUE;0;Citadel;;;AWOIAF Wiki;;;Citadel;
Umfred;TRUE;0;House Baelish;Valemen;;AWOIAF Wiki;;;House Baelish;Valemen
Umma;TRUE;0;House of Black and White;Braavosi;;AWOIAF Wiki;;;House of Black and White;Braavosi
Ummet;TRUE;0;House Targaryen;Crownlander;;AWOIAF Wiki;;;House Targaryen;Crownlander
Unella;TRUE;0;Faith of the Seven, Most Devout;;;AWOIAF Wiki;Sparrows;Andal;Faith of the Seven, Most Devout;
Unwin Peake;TRUE;0;House Peake, Greens, Caltrops;Reach;;AWOIAF Wiki;;;House Peake, Greens, Caltrops;Reach
Urek Ironmaker;TRUE;0;House Ironmaker;Ironborn;;AWOIAF Wiki;;;House Ironmaker;Ironborn
Urho the Unwashed;TRUE;0;Pirates;Essos;;AWOIAF Wiki;;;Pirates;Essos
Urragon III Greyiron;TRUE;0;;;;AWOIAF Wiki;;;;
Urragon IV Greyiron;TRUE;0;;;;AWOIAF Wiki;;;;
Urras Greyiron;TRUE;0;;;;AWOIAF Wiki;;;;
Urrathon IV Goodbrother;TRUE;0;;;;AWOIAF Wiki;;;;
Urrathon Night-Walker;TRUE;0;;Qartheen;;AWOIAF Wiki;;;;Qartheen
Urrathon Peake;TRUE;0;House Peake;Reach;;AWOIAF Wiki;;;House Peake;Reach
Urreg;TRUE;0;;;;AWOIAF Wiki;;;;
Urrigon Greyjoy;TRUE;0;House Greyjoy;Ironborn;;AWOIAF Wiki;;;House Greyjoy;Ironborn
Urrigon Hightower;TRUE;0;;;;AWOIAF Wiki;;;;
Urron Greyiron;TRUE;0;;Ironborn;;AWOIAF Wiki;;;;Ironborn
Ursula Upcliff;TRUE;0;House Upcliff;First Men;First Men;AWOIAF Wiki;;;House Upcliff;First Men
Urswyck;TRUE;0;Brave Companions;;;AWOIAF Wiki;;;Brave Companions;
Urzen;TRUE;0;House Greyjoy;Ironborn;;AWOIAF Wiki;;;House Greyjoy;Ironborn
Uther Peake;TRUE;0;House Peake;Reach;;AWOIAF Wiki;;;House Peake;Reach
Uther Shett;TRUE;0;House Shett;Valemen;;AWOIAF Wiki;;;House Shett;Valemen
Uthero Zalyne;TRUE;0;House Zalyne;Braavosi;;AWOIAF Wiki;;;House Zalyne;Braavosi
Utherydes Wayn;TRUE;0;House Wayn, House Tully;Rivermen;;AWOIAF Wiki;;;House Wayn, House Tully;Rivermen
Uthor;TRUE;0;Citadel, House Bolton;;;AWOIAF Wiki;;;Citadel, House Bolton;
Uthor Donnerly;TRUE;0;House Donnerly, House Arryn;Valemen;;AWOIAF Wiki;;;House Donnerly, House Arryn;Valemen
Uthor of the High Tower;TRUE;0;;;;AWOIAF Wiki;;;;
Uthor Tollett;TRUE;0;House Tollett;Valemen;;AWOIAF Wiki;;;House Tollett;Valemen
Uthor Uller;TRUE;0;House Uller;Dornish;;AWOIAF Wiki;;;House Uller;Dornish
Uthor Underleaf;TRUE;0;;Westerosi;;AWOIAF Wiki;;;;Westerosi
Utt;TRUE;0;Brave Companions, Faith of the Seven;;;AWOIAF Wiki;;;Brave Companions, Faith of the Seven;
Vaegon Targaryen;TRUE;0;House Targaryen, Citadel;Crownlander;Valyrian;AWOIAF Wiki;;;House Targaryen, Citadel;Crownlander
Vaella Targaryen (daughter of Aenys I);TRUE;0;House Targaryen;Crownlander;Valyrian;AWOIAF Wiki;;;House Targaryen;Crownlander
Vaella Targaryen (daughter of Daeron);TRUE;0;House Targaryen;Crownlander;Valyrian;AWOIAF Wiki;;;House Targaryen;Crownlander
Vaellyn;TRUE;0;Citadel;;;AWOIAF Wiki;;;Citadel;
Vaemond Velaryon;TRUE;0;House Velaryon;Crownlander;Valyrian;AWOIAF Wiki;;;House Velaryon;Crownlander
Vaggoro;TRUE;0;;;;AWOIAF Wiki;;;;
Lord Vaith (father of Cassella);TRUE;0;House Vaith;Dornish;;AWOIAF Wiki;;;House Vaith;Dornish
Val;TRUE;0;Mance Rayder;Free Folk;;AWOIAF Wiki;;;Mance Rayder;Free Folk
Valaena Velaryon;TRUE;0;House Velaryon, House Targaryen;Valyrian;Valyrian;AWOIAF Wiki;;;House Velaryon, House Targaryen;Valyrian
Valarr Hill;TRUE;0;House Sarwyck, House Lannister, Bloodseekers, Citadel;Westermen;;AWOIAF Wiki;;;House Sarwyck, House Lannister, Bloodseekers, Citadel;Westermen
Valarr Targaryen;TRUE;0;House Targaryen;Crownlander;Valyrian;AWOIAF Wiki;;;House Targaryen;Crownlander
Valena Toland;TRUE;0;House Toland;Dornish;;AWOIAF Wiki;;;House Toland;Dornish
Valerion Targaryen;TRUE;0;House Targaryen;Crownlander;Valyrian;AWOIAF Wiki;;;House Targaryen;Crownlander
Lord Vance;TRUE;0;House Vance;Rivermen;;AWOIAF Wiki;;;House Vance;Rivermen
Vanyon;TRUE;0;Citadel;;;AWOIAF Wiki;;;Citadel;
Varamyr;TRUE;1;Mance Rayder;Free Folk;;AWOIAF Wiki;;;Mance Rayder;Free Folk
Vardis Egen;TRUE;0;House Egen, House Arryn;Valemen;;AWOIAF Wiki;House Egen, House Arryn;Andal;House Egen, House Arryn;Valemen
Vargo Hoat;TRUE;0;Brave Companions;Qohorik;;AWOIAF Wiki;;;Brave Companions;Qohorik
Varly;TRUE;0;House Stark;Northmen;;AWOIAF Wiki;House Stark;Northmen;House Stark;Northmen
Varys;TRUE;0;House Targaryen;;;AWOIAF Wiki;House Targaryen, House Baratheon;Lyseni;House Targaryen;Lyseni
Vayon Poole;TRUE;0;House Poole, House Stark;Northmen;;AWOIAF Wiki;House Poole, House Stark;Northmen;House Poole, House Stark;Giant
Veiled Lady;TRUE;0;;Braavosi;;AWOIAF Wiki;;;;Braavosi
Veron Greyjoy;TRUE;0;House Greyjoy;Ironborn;;AWOIAF Wiki;;;House Greyjoy;Ironborn
Vhalaso;TRUE;0;;Volantene;;AWOIAF Wiki;;;;Volantene
Vickon Botley;TRUE;0;House Botley;Ironborn;;AWOIAF Wiki;;;House Botley;Ironborn
Vickon Greyjoy;TRUE;0;House Greyjoy;Ironborn;;AWOIAF Wiki;;;House Greyjoy;Ironborn
Victaria Tyrell;TRUE;0;House Tyrell, House Bulwer;Reach;;AWOIAF Wiki;;;House Tyrell, House Bulwer;Reach
Victarion Greyjoy;TRUE;5;House Greyjoy;Ironborn;;AWOIAF Wiki;;;House Greyjoy;Ironborn
Victarion Greyjoy's third wife;FALSE;0;House Greyjoy;;;AWOIAF Wiki;;;House Greyjoy;
Victor the Valiant;TRUE;0;House Royce, Kingsguard;Westerosi;;AWOIAF Wiki;;;House Royce, Kingsguard;Westerosi
Victor Risley;TRUE;0;House Risley, Greens, Caltrops;Reach;;AWOIAF Wiki;;;House Risley, Greens, Caltrops;Reach
Victor Tyrell;TRUE;0;House Tyrell;Reach;;AWOIAF Wiki;;;House Tyrell;Reach
Victor Velaryon;TRUE;0;House Velaryon;Crownlander;Valyrian;AWOIAF Wiki;;;House Velaryon;Crownlander
Violante;TRUE;0;Faith of the Seven, House Targaryen;Westerosi;;AWOIAF Wiki;;;Faith of the Seven, House Targaryen;Westerosi
Violet;TRUE;0;;Rivermen;;AWOIAF Wiki;House Bolton;Northmen;House Bolton;Rivermen
Visenya Targaryen;TRUE;0;House Targaryen;Crownlander;Valyrian;AWOIAF Wiki;;;House Targaryen;Crownlander
Visenya Targaryen (daughter of Daemon);TRUE;0;House Targaryen;Crownlander;Valyrian;AWOIAF Wiki;;;House Targaryen;Crownlander
Viserra Targaryen;TRUE;0;House Targaryen;Crownlander;Valyrian;AWOIAF Wiki;;;House Targaryen;Crownlander
Viserys Plumm;TRUE;0;House Plumm;Westermen;;AWOIAF Wiki;;;House Plumm;Westermen
Viserys Targaryen;TRUE;0;House Targaryen;Free Cities;Valyrian;AWOIAF Wiki;House Targaryen;Valyrian;House Targaryen;Free Cities
Viserys I Targaryen;TRUE;0;;Crownlander;Valyrian;AWOIAF Wiki;;;;Crownlander
Viserys II Targaryen;TRUE;0;;;;AWOIAF Wiki;;;;
Viserys Targaryen (son of Aenys I);TRUE;0;House Targaryen;Crownlander;Valyrian;AWOIAF Wiki;;;House Targaryen;Crownlander
Vogarro;TRUE;0;Elephants;Volantene;Valyrian;AWOIAF Wiki;;;Elephants;Volantene
Vorian Dayne;TRUE;0;;Dornish;;AWOIAF Wiki;;;;Dornish
Vorian Vypren;TRUE;0;House Vypren;Andal;Andal;AWOIAF Wiki;;;House Vypren;Andal
Vortimer Crane;TRUE;0;House Crane, House Tyrell;Reach;;AWOIAF Wiki;;;House Crane, House Tyrell;Reach
Vulture King (Aenys I);TRUE;0;;Dornish;;AWOIAF Wiki;;;;Dornish
Vulture King (Jaehaerys I);TRUE;0;;Dornish;;AWOIAF Wiki;;;;Dornish
Vulture King (Aegon II);TRUE;0;;Dornish;;AWOIAF Wiki;;;;Dornish
Vulture King (Daeron II);TRUE;0;;Dornish;;AWOIAF Wiki;;;;Dornish
Vylarr;TRUE;0;House Lannister;Westermen;;AWOIAF Wiki;;;House Lannister;Westermen
Vyman;TRUE;0;Citadel, House Tully, House Frey;;;AWOIAF Wiki;;;Citadel, House Tully, House Frey;
Vyron;TRUE;0;Citadel;;;AWOIAF Wiki;;;Citadel;
Lord Vyrwel;TRUE;0;House Vyrwel;Reach;;AWOIAF Wiki;;;House Vyrwel;Reach
Waif;TRUE;0;Faceless Men;Braavosi;;AWOIAF Wiki;;;Faceless Men;Braavosi
Walda Frey (daughter of Edwyn);TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Walda Frey (daughter of Lothar);TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Walda Frey (daughter of Walton);TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Walda Frey (daughter of Merrett);TRUE;0;House Frey, House Bolton;Rivermen;;AWOIAF Wiki;House Frey, House Bolton;Andal;House Frey, House Bolton;Rivermen
Walda Frey (daughter of Rhaegar);TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Walda Rivers;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Walda Rivers (daughter of Aemon);TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Walder (Night's Watch);TRUE;0;;;;AWOIAF Wiki;;;;
Walder Brax;TRUE;0;House Brax;Westermen;;AWOIAF Wiki;;;House Brax;Westermen
Walder Frey (son of Jammos);TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Walder Frey (son of Ryman);TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Walder Frey (son of Merrett);TRUE;0;House Frey, House Stark, House Bolton;Rivermen;;AWOIAF Wiki;;;House Frey, House Stark, House Bolton;Rivermen
Walder Frey (son of Emmon);TRUE;0;House Frey, House Lannister, House Frey;Westermen;;AWOIAF Wiki;;;House Frey, House Lannister, House Frey;Westermen
Walder Frey;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;House Frey, House Tully, House Baratheon;Andal;House Frey;Rivermen
Walder Goodbrook;TRUE;0;House Goodbrook;Rivermen;;AWOIAF Wiki;;;House Goodbrook;Rivermen
Walder Haigh;TRUE;0;House Haigh;Rivermen;;AWOIAF Wiki;;;House Haigh;Rivermen
Walder Rivers;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;House Frey;Andal;House Frey;Rivermen
Walder Stackspear;TRUE;0;House Stackspear;Westermen;;AWOIAF Wiki;;;House Stackspear;Westermen
Walder Vance;TRUE;0;House Vance;Rivermen;;AWOIAF Wiki;;;House Vance;Rivermen
Walder of Woodmere;TRUE;0;;;;AWOIAF Wiki;;;;
Walderan Tarbeck;TRUE;0;House Tarbeck;Westermen;;AWOIAF Wiki;;;House Tarbeck;Westermen
Waldon Wynch;TRUE;0;House Wynch;Ironborn;;AWOIAF Wiki;;;House Wynch;Ironborn
Walgram;TRUE;0;Citadel;;;AWOIAF Wiki;;;Citadel;
Walgrave;TRUE;0;Citadel;Reach;;AWOIAF Wiki;;;Citadel;Reach
Wallace Massey;TRUE;0;House Massey, Night's Watch;Crownlander;;AWOIAF Wiki;;;House Massey, Night's Watch;Crownlander
Wallace Waynwood;TRUE;0;House Waynwood;Valemen;;AWOIAF Wiki;;;House Waynwood;Valemen
Wallen;TRUE;0;Night's Watch;Westerosi;;AWOIAF Wiki;Night's Watch;;Night's Watch;Westerosi
Walter Brownhill;TRUE;0;House Brownhill;Stormlander;;AWOIAF Wiki;;;House Brownhill;Stormlander
Walter Whent;TRUE;0;House Whent;Rivermen;;AWOIAF Wiki;;;House Whent;Rivermen
Walter Wyl;TRUE;0;House Wyl;Dornish;;AWOIAF Wiki;;;House Wyl;Dornish
Steelshanks Walton;TRUE;0;House Bolton;Northmen;;AWOIAF Wiki;;;House Bolton;Northmen
Walton Frey;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Walton Stark;TRUE;0;;Northmen;;AWOIAF Wiki;;;;Northmen
Walton Stark (son of Brandon);TRUE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
Walton Towers;TRUE;0;House Towers;Rivermen;;AWOIAF Wiki;;;House Towers;Rivermen
Waltyr Frey;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Walys Flowers;TRUE;0;House Hightower, Citadel, House Stark;Reach;;AWOIAF Wiki;;;House Hightower, Citadel, House Stark;Reach
Walys Mooton;TRUE;0;House Mooton, Blacks;Rivermen;;AWOIAF Wiki;;;House Mooton, Blacks;Rivermen
Ward of Gyles Rosby;TRUE;0;House Rosby;Crownlander;;AWOIAF Wiki;;;House Rosby;Crownlander
Warg King;TRUE;0;;;;AWOIAF Wiki;;;;
Warren;TRUE;0;;Rivermen;;AWOIAF Wiki;;;;Rivermen
Warrick Manderly;TRUE;0;House Manderly;Northmen;;AWOIAF Wiki;;;House Manderly;Northmen
Warryn Beesbury;TRUE;0;House Beesbury;Reach;;AWOIAF Wiki;;;House Beesbury;Reach
Wat;TRUE;0;House Tyrell;Reach;;AWOIAF Wiki;;;House Tyrell;Reach
Wat (Night's Watch);TRUE;0;Night's Watch;;;AWOIAF Wiki;;;Night's Watch;
Wat (orphan);TRUE;0;Crossroads inn;Rivermen;;AWOIAF Wiki;;;Crossroads inn;Rivermen
Wat (sailor);TRUE;0;;;;AWOIAF Wiki;;;;
Wat (Standfast);TRUE;0;House Osgrey;;;AWOIAF Wiki;;;House Osgrey;
Wat Barleycorn;TRUE;0;House Osgrey;;;AWOIAF Wiki;;;House Osgrey;
Wat the Hewer;TRUE;0;Faith of the Seven, Poor Fellows;;;AWOIAF Wiki;;;Faith of the Seven, Poor Fellows;
Wat the Tanner;TRUE;0;;Crownlander;;AWOIAF Wiki;;;;Crownlander
Wet Wat;TRUE;0;House Osgrey;;;AWOIAF Wiki;;;House Osgrey;
Whitesmile Wat;TRUE;0;House Lannister;;;AWOIAF Wiki;;;House Lannister;
Wate;TRUE;0;House Targaryen;;;AWOIAF Wiki;;;House Targaryen;
Watkyn;TRUE;0;Golden Company;Free Cities;;AWOIAF Wiki;;;Golden Company;Free Cities
Watt of Long Lake;TRUE;0;Night's Watch;Northmen;;AWOIAF Wiki;;;Night's Watch;Northmen
Watty the Miller;TRUE;0;Brotherhood Without Banners;Rivermen;;AWOIAF Wiki;;;Brotherhood Without Banners;Rivermen
Waymar Royce;TRUE;0;House Royce, Night's Watch, Others;Valemen;;AWOIAF Wiki;House Royce, Night's Watch;Andal;House Royce, Night's Watch, Others;Valemen
Wayn;TRUE;0;;;;AWOIAF Wiki;;;;
Weasel;TRUE;0;;Rivermen;;AWOIAF Wiki;;;;Rivermen
Webber;TRUE;0;Windblown;Free Cities;;AWOIAF Wiki;;;Windblown;Free Cities
Weeper;TRUE;0;Mance Rayder;Free Folk;;AWOIAF Wiki;;;Mance Rayder;Free Folk
Weese;TRUE;0;House Whent, House Lannister;;;AWOIAF Wiki;;;House Whent, House Lannister;
Wenda;TRUE;0;Kingswood Brotherhood;;;AWOIAF Wiki;;;Kingswood Brotherhood;
Wendamyr;TRUE;0;Citadel, House Greyjoy;;;AWOIAF Wiki;;;Citadel, House Greyjoy;
Wendel;TRUE;0;;;;AWOIAF Wiki;;;;
Wendel Frey;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Wendel Manderly;TRUE;0;House Manderly;Northmen;;AWOIAF Wiki;House Manderly;Andal;House Manderly;Northmen
Wendell Webber;TRUE;0;House Webber;Reach;;AWOIAF Wiki;;;House Webber;Reach
Wendello Qar Deeth;TRUE;0;Pureborn;Qartheen;;AWOIAF Wiki;;;Pureborn;Qartheen
Wendeyne;TRUE;0;Gate;;;AWOIAF Wiki;;;Gate;
Werlag;TRUE;0;House Greyjoy;Ironborn;;AWOIAF Wiki;;;House Greyjoy;Ironborn
Wex Pyke;TRUE;0;House Botley, House Greyjoy;Ironborn;;AWOIAF Wiki;;;House Botley, House Greyjoy;Ironborn
Whale That Walks;TRUE;0;;;;AWOIAF Wiki;;;;
Whalen Frey;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Wick Whittlestick;TRUE;0;Night's Watch;;;AWOIAF Wiki;;;Night's Watch;
Widow of the waterfront;TRUE;0;;Volantene;;AWOIAF Wiki;;;;Volantene
Widower;TRUE;0;Stormcrows;;;AWOIAF Wiki;;;Stormcrows;
Wilbert;TRUE;0;;Rivermen;;AWOIAF Wiki;;;;Rivermen
Wilbert Osgrey;TRUE;0;House Osgrey;Reach;;AWOIAF Wiki;;;House Osgrey;Reach
Will;TRUE;1;Night's Watch;Rivermen;;AWOIAF Wiki;Night's Watch;Andal;Night's Watch;Rivermen
Treb;TRUE;0;House Osgrey;;;AWOIAF Wiki;;;House Osgrey;
Will (orphan);TRUE;0;;Rivermen;;AWOIAF Wiki;;;;Rivermen
Will (squire);TRUE;0;;;;AWOIAF Wiki;;;;
Will (Standfast);TRUE;0;House Osgrey;Reach;;AWOIAF Wiki;;;House Osgrey;Reach
